CVE ID,Hash value,CWE ID,Software,Type of patch statements,Patch statement function,Critical variables,Vulnerability-triggered function,Vulnerability-triggered line numbers,Vulnerability-triggered statements,Type of vulnerability-triggered statements,List of functions from to-be-patched function to vulnerability-triggered function,Cross-function or not,Type of cross-function vulnerabilities,The number of cross-function layers
CVE-2009-2768,3440625d78711bee41a84cf29c3d8c579b522666,CWE-476,linux,"P-1;
P-3;
P-4;",load_flat_shared_library,"[""bprm"", ""cred""]",load_flat_shared_library,835,"[""if (bprm.file);""]",T-14;,load_flat_shared_library,No,None,1
CVE-2010-0006,2570a4f5428bcdb1077622342181755741e7fa60,CWE-476,linux,"P-4;
P-7;","ipv6_hop_jumbo
ipv6_skb_net","[""skb""]",ipv6_hop_jumbo,584,"[""struct net * net= dev_net(skb_dst(skb)->dev);""]",T-14;,ipv6_hop_jumbo,No,None,1
CVE-2010-2495,3feec9095d12e311b7d4eb7fe7e5dfa75d4a72a5,CWE-476,linux,P-10;,pppol2tp_xmit,"[""skb""]",pppol2tp_xmit,1184,"[""skb->ip_summed= CHECKSUM_COMPLETE;""]",T-14;,pppol2tp_xmit,No,None,1
CVE-2010-3849,fa0e846494792e722d817b9d3d625a4ef4896c96,CWE-476,linux,P-10;,econet_sendmsg,"[""eo""]",econet_sendmsg,303,"[""addr.station= eo->station;""]",T-14;,econet_sendmsg,No,None,1
CVE-2010-4263,31b24b955c3ebbb6f3008a6374e61cf7c05a193c,CWE-476,linux,P-10;,igb_receive_skb,"[""adapter""]",igb_receive_skb,5105,"[""if (vlan_tag && adapter->vlgrp);""]",T-14;,igb_receive_skb,No,None,1
CVE-2010-4342,4e085e76cbe558b79b54cbab772f61185879bc64,CWE-476,linux,"P-2;
P-9;",aun_incoming,"[""dst""]",aun_incoming,856,"[""struct ec_device * edev= skb->dev->ec_ptr;""]",T-14;,aun_incoming,No,None,1
CVE-2010-4346,462e635e5b73ba9a4c03913b77138cd57ce4b050,CWE-476,linux,"P-1;
P-3;
P-9;",install_special_mapping,"[""mm""]",,359,"[""__rb_link= & mm->mm_rb.rb_node;""]",T-14;,"install_special_mapping
insert_vm_struct
find_vma_prepare
",Yes,caller type,3
CVE-2011-1076,1362fa078dae16776cd439791c6605b224ea6171,CWE-476,linux,"P-4;
P-7;","dns_resolver_instantiate
dns_resolver_describe","[""key""]",dns_resolver_instantiate,70,"[""kenter(\"" % % % d, % s, ' % s', % zu\"", key->serial, key->description, data, datalen);"", ""location : 70 cross_layer : 1 file : dns_key.c;""]",T-14;,dns_resolver_instantiate,No,None,1
CVE-2010-3080,27f7ad53829f79e799a253285318bff79ece15bd,CWE-415,linux,"P-3;
P-4;","snd_seq_oss_open
delete_port","[""dp""]",snd_seq_oss_open,290,"[""kfree(dp);""]",T-12;,snd_seq_oss_open,No,None,1
CVE-2015-8962,f3951a3709ff50990bf3e188c27d346792103432,CWE-415,linux,"P-3;
P-9;",sg_common_write,"[""srp"", ""rq"", ""cmd""]",sg_finish_rem_req,1790,"[""kfree(srp->rq->cmd);""]",T-12;,"sg_common_write
sg_finish_rem_req",Yes,caller type,2
CVE-2010-4160,8acfe468b0384e834a303f08ebc4953d72fb690a,CWE-190,linux,"P-9;
P-11;",iov_from_user_compat_to_kern,"[""len""]",iov_from_user_compat_to_kern,45,"[""tot_len= - EFAULT;""]",T-4;,iov_from_user_compat_to_kern,No,None,1
CVE-2010-4162,cb4644cac4a2797afc847e6c92736664d4b0ea34,CWE-190,linux,P-9;,"bio_copy_user_iov
__bio_map_user_iov","[""end""]",bio_copy_user_iov,837,"[""nr_pages+= end - start;""]",T-4;,bio_copy_user_iov,No,None,1
CVE-2017-11399,ba4beaf6149f7241c8bd85fe853318c2f6837ad0,CWE-125,ffmpeg,"P-4;
P-5;
P-10;",ape_decode_frame,"[""nblocks""]",ape_decode_frame,1496,"[""av_fast_malloc(& s->decoded_buffer, & s->decoded_size, 2 * FFALIGN(blockstodecode, 8) * sizeof (* s->decoded_buffer));""]",T-1;,ape_decode_frame,No,None,1
CVE-2017-11719,296debd213bd6dce7647cedd34eb64e5b94cdc92,CWE-125,ffmpeg,"P-9;
P-10;
P-11;",dnxhd_decode_header,"[""ctx"", ""mb_height""]",dnxhd_decode_header,323,"[""ctx->mb_scan_index[i]= AV_RB32(buf + 0x170 + (i << 2));""]",T-2;,dnxhd_decode_header,No,None,1
CVE-2017-15672,c20f4fcb74da2d0432c7b54499bb98f48236b904,CWE-125,ffmpeg,P-10;,read_header,"[""c""]",read_header,736,"[""FFV1Context * fs= f->slice_context[j];""]",T-2;,read_header,No,None,1
CVE-2017-16840,a94cb36ab2ad99d3a1331c9f91831ef593d94f74,CWE-125,ffmpeg,"P-1;
P-2;
P-4;
P-8;","vc2_subband_dwt_haar_shift
ff_vc2enc_free_transforms","[""s"", ""buffer""]",ff_vc2enc_free_transforms,277,"[""av_freep(& s->buffer);""]",T-1;,ff_vc2enc_free_transforms,No,None,1
CVE-2009-2287,59839dfff5eabca01cc4e20b45797a60a80af8cb,CWE-476,linux,"P-2;
P-3;
P-9;",kvm_arch_vcpu_ioctl_set_sregs,"[""sregs"", ""cr3""]",kvm_arch_vcpu_ioctl_set_sregs,"[3996, 4020]","[""vcpu->arch.cr3= sregs->cr3;"", ""load_pdptrs(vcpu, vcpu->arch.cr3);""]",T-14;,kvm_arch_vcpu_ioctl_set_sregs,No,None,1
CVE-2010-2798,728a756b8fcd22d80e2dbba8117a8a3aafd3f203,CWE-476,linux,P-2;,gfs2_dirent_find_space,"[""actual""]",gfs2_dir_add,1571,"[""struct gfs2_inode * ip= GFS2_I(inode);""]",T-15;,"gfs2_rename
gfs2_diradd_alloc_required
gfs2_dirent_search
gfs2_dirent_find_space
gfs2_dirent_scan
gfs2_dir_add",Yes,callee type,6
CVE-2010-3437,252a52aa4fa22a668f019e55b3aac3ff71ec1c29,CWE-476,linux,P-8;,pkt_find_dev_from_minor,"[""dev_minor""]",pkt_find_dev_from_minor,2376,"[""return pkt_devs[dev_minor];""]",T-2;,pkt_find_dev_from_minor,No,None,1
CVE-2016-8670,53110871935244816bbb9d131da0bccff734bfe9,CWE-119,libgd,P-10;,dynamicGetbuf,"[""remain""]",dynamicGetbuf,290,"[""memcpy(buf, (void *) ((char *) dp->data + dp->pos), rlen);""]",T-1;,dynamicGetbuf,No,None,1
"CVE-2016-6911	
",4859d69e07504d4b0a4bdf9bcb4d9e3769ca35ae	,CWE-125,libgd,P-9;,dynamicGetbuf,"[""rlen""]",dynamicGetbuf,290,"[""memcpy(buf, (void *) ((char *) dp->data + dp->pos), rlen);""]",T-1;,dynamicGetbuf,No,None,1
CVE-2016-9540,5ad9d8016fbb60109302d558f7edb2cb2a3bb8e3,CWE-119,libtiff,P-10;,"DECLAREreadFunc
DECLAREwriteFunc","[""colb""]",cpStripToTile,1171,"[""* out++ = * in++;""]",T-3;,"DECLAREreadFunc
cpStripToTile",Yes,caller type,2
CVE-2017-5225,5c080298d59efa53264d7248bbe3a04660db6ef7,CWE-119,libtiff,"P-4;
P-9;","tiffcp
DECLAREcpFunc
pickCopyFunc","[""in""]",TIFFReadScanline,304,"[""e= (* tif->tif_decoderow) (tif, (uint8 *) buf, tif->tif_scanlinesize, sample);""]",T-1;,"DECLAREcpFunc
TIFFReadScanline",Yes,caller type,2
CVE-2014-0160,96db9023b881d7cd9f379b0c154650d6c108e9a3,CWE-119,openssl,"P-2;
P-4;
P-9;",dtls1_process_heartbeat,"[""payload""]",dtls1_process_heartbeat,1487,"[""memcpy(bp, pl, payload);""]",T-3;,dtls1_process_heartbeat,No,None,1
CVE-2014-0195,1632ef744872edc2aa2a53d487d3e79c965a4ad3,CWE-119,openssl,P-9;,dtls1_reassemble_fragment,"[""frag"", ""msg_header"", ""msg_len""]",dtls1_reassemble_fragment,625,"[""memcpy(& (frag->msg_header), msg_hdr, sizeof (* msg_hdr));""]",T-1;,dtls1_reassemble_fragment,No,None,1
CVE-2014-3512,4a23b12a031860253b58d503f296377ca076427b,CWE-119,openssl,P-9;,"srp_Calc_k
SRP_Calc_u","[""N""]",srp_Calc_k,98,"[""EVP_DigestUpdate(& ctxt, tmp, longN);""]",T-1;,srp_Calc_k,No,None,1
CVE-2014-8176,470990fee0182566d439ef7e82d1abf18b7085d7,CWE-119,openssl,"P-4;
P-9;",dtls1_clear_queues,"[""frag""]",dtls1_clear_queues,206,"[""OPENSSL_free(frag->fragment);""]",T-1;,dtls1_clear_queues,No,None,1
CVE-2015-0206,103b171d8fc282ef435f8de9afbf7782e312961f,CWE-119,openssl,P-9;,"dtls1_buffer_record
dtls1_process_buffered_records
dtls1_process_record
dtls1_get_record
dtls1_read_bytes","[""s"", ""s3"", ""rrec"", ""seq_num""]",dtls1_record_replay_check,1710,"[""memcpy(s->s3->rrec.seq_num, seq, 8);""]",T-1;,"dtls1_get_record
dtls1_record_replay_check",Yes,caller type,2
CVE-2015-0292,d0666f289ac013094bbbf547bfbcd616199b7d2d,CWE-119,openssl,P-9;,EVP_DecodeUpdate,"[""v"", ""eof""]",EVP_DecodeUpdate,351,"[""* outl= ret;""]",T-3;,EVP_DecodeUpdate,No,None,1
CVE-2015-1789,f48b83b4fb7d6689584cf25f61ca63a4891f5b11,CWE-119,openssl,"P-1;
P-2;
P-9;
P-10;",X509_cmp_time,"[""str""]",X509_cmp_time,"[1834, 1835]","[""* (p++)= * (str++);"", ""* (p++)= * (str++);""]",T-3;,X509_cmp_time,No,None,1
CVE-2016-10266,438274f938e046d33cb0e1230b41da32ffe223e1,CWE-369,libtiff,P-2;,TIFFReadEncodedStrip,"[""rowsperstrip""]",TIFFReadEncodedStrip,"[350, 351]","[""stripinplane= (strip % stripsperplane);"", ""plane= (uint16) (strip / stripsperplane);""]",T-17;,TIFFReadEncodedStrip,No,None,1
CVE-2016-10267,43bc256d8ae44b92d2734a3c5bc73957a4d7c1ec,CWE-369,libtiff,"P-1;
P-5;","OJPEGPreDecode
OJPEGDecode","[""decoder_ok""]",OJPEGDecodeRaw,816,"[""if (cc % sp->bytes_per_line != 0);""]",T-17;,"OJPEGDecode
OJPEGDecodeRaw",Yes,caller type,2
CVE-2016-10506,d27ccf01c68a31ad62b33d2dc1ba2bb1eeaafe7b,CWE-369,OpenJPEG,P-9;,"opj_pi_next_rpcl
opj_pi_next_pcrl
opj_pi_next_cprl","[""rpx, rpy""]",opj_pi_next_rpcl,372,"[""if (!((pi->y % (OPJ_INT32) (comp->dy << rpy)= == 0) || ((pi->y= == pi->ty0) && ((try0 << levelno) % (1 << rpy))))) {;""]",T-17;,opj_pi_next_rpcl,No,None,1
CVE-2015-1191,fdad1406b3ec809f4954ff7cdf9e99eb18c2458f,CWE-22,pigz,"P-3;
P-4;
P-5;
P-6;
P-10;",process,"[""g""]",process,3541,"[""g.outd= open(g.outf, O_CREAT | O_TRUNC | O_WRONLY | (g.force ? 0 : O_EXCL), 0600);""]",T-6;,process,No,None,1
CVE-2015-2304,59357157706d47c365b2227739e17daba3607526,CWE-22,libarchive,P-10;,cleanup_pathname,"[""a""]",create_dir,2706,"[""if (mkdir(path, mode)= == 0) {;""]",T-6;,"cleanup_pathname
_archive_write_disk_header
edit_deep_directories
create_dir",Yes,callee type,4
CVE-2017-10810,385aee965b4e4c36551c362a334378d2985b722a,CWE-772,Linux,"P-3;
P-10;",virtio_gpu_object_create,"[""bo""]",virtio_gpu_object_create,85,"[""return ret;""]",T-10;,virtio_gpu_object_create,No,None,1
CVE-2017-12190,2b04e8f6bbb196cab4b232af0f8d48ff2c7a8058,CWE-772,Linux,"P-1;
P-3;
P-9;",bio_map_user_iov,"[""pages""]",bio_map_user_iov,1423,"[""return bio;""]",T-10;,bio_map_user_iov,No,None,1
CVE-2017-6307,1a17af1ed0c791aec44dbdc9eab91218cc1e335a,CWE-787,tnef,P-3;,mapi_attr_read,"[""a"", ""names"", ""i"", ""len""]",mapi_attr_read,216,"[""a->names[i].data[j]= (buf + idx)[j * 2];""]",T-2;,mapi_attr_read,No,None,1
CVE-2017-6439,32ee5213fe64f1e10ec76c1ee861ee6f233120dd,CWE-787,libplist,P-10;,parse_bin_node,"[""* object"", ""+"", ""size""]",parse_string_node,298,"[""memcpy(data->strval, * bnode, size);""]",T-1;,"parse_bin_node
parse_string_node",Yes,caller type,2
CVE-2017-7862,8c2ea3030af7b40a3c4275696fb5c76cdb80950a,CWE-787,FFmpeg,P-10;,decode_frame,"[""avctx""]",decode_frame,153,"[""memset(frame->data[0], 0, s->height * frame->linesize[0]);""]",T-1;,decode_frame,No,None,1
CVE-2008-3275,d70b67c8bc72ee23b55381bd6a884f4796692f77,CWE-120,linux,"P-1;
P-2;
P-9;","real_lookup
__lookup_hash","[""dir""]",real_lookup,522,"[""struct dentry * dentry= d_alloc(parent, name);""]",T-1;,real_lookup,No,None,1
CVE-2010-2492,a6f80fb7b5986fda663d94079d3bba0937a6b6ff,CWE-120,linux,"P-4;
P-6;
P-8;
P-10;","ecryptfs_init_messaging
ecryptfs_release_messaging","[""ecryptfs_hash_buckets""]",ecryptfs_init_messaging,492,"[""ecryptfs_daemon_hash= kmalloc((sizeof (struct hlist_head) * ecryptfs_hash_buckets), GFP_KERNEL);""]",T-1;,ecryptfs_init_messaging,No,None,1
CVE-2010-4527,d81a12bc29ae4038770e05dce4ab7f26fd5880fb,CWE-120,linux,"P-4;
P-10;",load_mixer_volumes,"[""name""]",load_mixer_volumes,90,"[""if (strcmp(name, mixer_vols[i].name)= == 0) {;""]",T-1;,load_mixer_volumes,No,None,1
CVE-2011-1010,fa7ea87a057958a8b7926c1a60a3ca6d696328ed,CWE-120,linux,"P-1;
P-2;
P-4;
P-6;
P-10;",mac_partition,"[""blk""]",mac_partition,67,"[""data= read_part_sector(state, pos / 512, & sect);""]",T-1;,mac_partition,No,None,1
CVE-2011-2534,961ed183a9fd080cf306c659b8736007e44065a5,CWE-120,linux,"P-1;
P-9;
P-10;",clusterip_proc_write,"[""size""]",clusterip_proc_write,667,"[""if (copy_from_user(buffer, input, PROC_WRITELEN));""]",T-1;,clusterip_proc_write,No,None,1
CVE-2011-2700,dc6b845044ccb7e9e6f3b7e71bd179b3cf0223b6,CWE-120,linux,P-10;,si4713_write_econtrol_string,"[""len""]",si4713_write_econtrol_string,1045,"[""ps_name[len]= '\\0';""]",T-2;,si4713_write_econtrol_string,No,None,1
CVE-2013-1415,f249555301940c6df3a2cdda13b56b5674eebc2e,CWE-476,krb5,P-11;,pkinit_check_kdc_pkid,"[""is""]",pkinit_check_kdc_pkid,3267,"[""X509_NAME_free(is->issuer);""]",T-14;,pkinit_check_kdc_pkid,No,None,1
CVE-2013-1416,8ee70ec63931d1e38567905387ab9b1d45734d81,CWE-476,krb5,"P-3;
P-9;",prep_reprocess_req,"[""comp1，comp2""]",prep_reprocess_req,1144,"[""strlcpy(comp1_str, comp1->data, comp1->length + 1);""]",T-14;,prep_reprocess_req,No,None,1
CVE-2013-1418,c2ccf4197f697c4ff143b8a786acdd875e70a89d,CWE-476,krb5,"P-9;
P-11;",setup_server_realm,"[""sprinc""]",setup_server_realm,144,"[""if (!(newrealm= find_realm_data(sprinc->realm.data, (krb5_ui_4) sprinc->realm.length)));""]",T-14;,setup_server_realm,No,None,1
CVE-2017-14039,c535531f03369623b9b833ef41952c62257b507e,CWE-787,openjpeg,"P-3;
P-9;
P-11;","opj_j2k_write_sot
opj_j2k_write_sod","[""p_total_data_size""]",opj_write_bytes_LE,67,"[""* (p_buffer++)= * (l_data_ptr--);""]",T-1;,"opj_j2k_write_sod
opj_write_bytes_LE",Yes,caller type,2
CVE-2017-14040,2cd30c2b06ce332dede81cccad8b334cde997281,CWE-787,openjpeg,"P-1;
P-2;
P-3;
P-8;
P-9;","tga_readheader
tgatoimage","[""image_height，image_width""]",tgatoimage,928,"[""image->comps[3].data[index]= a;""]",T-14;,tgatoimage,No,None,1
CVE-2017-14041,e5285319229a5d77bf316bb0d3a6cbd3cb8666d9,CWE-787,openjpeg,P-10;,pgxtoimage,"[""无关键变量""]",pgxtoimage,1188,"[""if (fscanf(f, \""PG %[\\t] % c % c %[\\t + -] % d %[\\t] % d %[\\t] % d\"", temp, & endian1, & endian2, signtmp, & prec, temp, & w, temp, & h) != 9) {;""]",T-1;,pgxtoimage,No,None,1
CVE-2017-14152,4241ae6fbbf1de9658764a80944dc8108f2b4154,CWE-787,openjpeg,"P-1;
P-2;
P-10;",opj_j2k_set_cinema_parameters,"[""numresolution""]",opj_write_bytes_LE,67,"[""* (p_buffer++)= * (l_data_ptr--);""]",T-3;,"opj_j2k_set_cinema_parameters
opj_j2k_setup_encoder
opj_write_bytes_LE",Yes,callee type,3
CVE-2018-20847,5d00b719f4b93b1445e6fb4c766b9a9883c57949,CWE-190,openjpeg,P-2;,opj_tcd_init_tile,"[""l_tile"", ""x0"", ""x1"", ""y1""]",opj_tcd_init_tile,"[720, 721, 722, 723]","[""l_tilec->x0= opj_int_ceildiv(l_tile->x0, (OPJ_INT32) l_image_comp->dx);"", ""l_tilec->y0= opj_int_ceildiv(l_tile->y0, (OPJ_INT32) l_image_comp->dy);"", ""l_tilec->x1= opj_int_ceildiv(l_tile->x1, (OPJ_INT32) l_image_comp->dx);"", ""l_tilec->y1= opj_int_ceildiv(l_tile->y1, (OPJ_INT32) l_image_comp->dy);""]",T-4;,opj_tcd_init_tile,No,None,1
CVE-2015-8897,7b1cf5784b5bcd85aa9293ecf56769f68c037231,CWE-125,ImageMagick,"P-1;
P-2;
P-10;",SpliceImage,"[""p""]",SpliceImage,653,"[""pixel[image->channel_map[channel].offset]= quantum;""]",T-2;,"SetPixelChannel
SpliceImage",Yes,caller type,2
CVE-2016-7514,280215b9936d145dd5ee91403738ccce1333cab1,CWE-125,ImageMagick,"P-7;
P-10;","ReversePSDString
ReadPSDChannelPixels","[""image"", ""alpha_trait""]",ReadPSDMergedImage,"[1726, 1207]","[""status= ReadPSDChannelRLE(image, psd_info, i, offsets + (i * image->rows), exception);"", ""status= ReadPSDChannelZip(channel_image, layer_info->channels, layer_info->channel_info[channel].type, compression, layer_info->channel_info[channel].size - 2, exception);""]",T-1;,"ReadPSDChannelPixels
ReadPSDMergedImage",Yes,caller type,2
CVE-2016-7514,e14fd0a2801f73bdc123baf4fbab97dec55919eb,CWE-125,ImageMagick,P-4;,ReadPSDChannelPixels,"[""image"", ""q""]",ReadPSDChannelPixels,837,"[""SetPixelViaPixelInfo(image, image->colormap + (ssize_t) GetPixelIndex(image, q), q);""]",T-2;,ReadPSDChannelPixels,No,None,1
CVE-2017-5667,42922105beb14c2fc58185ea022b9f72fb5465e9,CWE-125,qemu,P-4;,sdhci_sdma_transfer_multi_blocks,"[""begin""]",dma_memory_rw_relaxed,87,"[""return (bool) address_space_rw(as, addr, MEMTXATTRS_UNSPECIFIED, buf, len, dir= == DMA_DIRECTION_FROM_DEVICE);""]",T-1;,"sdhci_sdma_transfer_multi_blocks
dma_memory_read
dma_memory_rw
dma_memory_rw_relaxed",Yes,caller type,4
CVE-2019-13295,a7759f410b773a1dd57b0e1fb28112e1cd8b97bc,CWE-125,ImageMagick,P-9;,AdaptiveThresholdImage,"[""width""]",AdaptiveThresholdImage,326,"[""mean= (double) (channel_sum[channel] / number_pixels + bias);""]",T-17;,AdaptiveThresholdImage,No,None,1
CVE-2019-13297,604588fc35c7585abb7a9e71f69bb82e4389fefc,CWE-125,ImageMagick,P-10;,AdaptiveThresholdImage,"[""height""]",AdaptiveThresholdImage,328,"[""mean= (double) (channel_sum[channel] / number_pixels + bias);""]",T-17;,AdaptiveThresholdImage,No,None,1
CVE-2019-13303,d29148fae06c01ef215940e084cf41853c117bab,CWE-125,ImageMagick,"P-2;
P-10;",CompositeImage,"[""image""]",SetPixelChannel,701,"[""pixel[image->channel_map[channel].offset]= quantum;""]",T-2;,"CompositeImage
SetPixelChannel",Yes,caller type,2
CVE-2016-4805,1f461dcdd296eecedaffffc6bae2bfa90bd7eb89,CWE-416,linux,"P-1;
P-2;
P-7;","ppp_register_net_channel
ppp_unregister_channel","[""pch"", ""chan_net""]",ppp_destroy_channel,3009,"[""kfree(pch);""]",T-12;,"ppp_unregister_channel
ppp_destroy_channel",Yes,caller type,2
CVE-2016-7910,77da160530dd1dc94f6ae15a981f24e5f0021e84,CWE-416,linux,P-1;,disk_seqf_stop,"[""seqf"", ""private""]",disk_seqf_stop,858,"[""kfree(iter);""]",T-12;,disk_seqf_stop,No,None,1
CVE-2017-10661,1e38da300e1e395a15048b0af1e5305bd91402f6,CWE-416,linux,"P-3;
P-4;
P-5;","timerfd_clock_was_set
timerfd_remove_cancel
timerfd_setup_cancel
SYSCALL_DEFINE2","[""ctx""]",SYSCALL_DEFINE2,418,"[""kfree(ctx);""]",T-12;,SYSCALL_DEFINE2,No,None,1
CVE-2013-3671,7edb984dd051b6919d7d8471c70499273f31b0fa,CWE-189,ffmpeg,P-2;,format_line,"[""type [ 0 ] ，"", ""ptr"", ""avc"", ""parent_log_context_offset""]",format_line,183,"[""if (type) type[0]= get_category(((uint8_t *) ptr) + avc->parent_log_context_offset);""]",T-3;,format_line,No,None,1
CVE-2013-3671,cc0dd86580b3257f22a4981a79eb5fa6804182b6,CWE-189,ffmpeg,P-2;,format_line,"[""type [ 0 ] ，"", ""ptr"", ""avc"", ""parent_log_context_offset""]",format_line,181,"[""if (type) type[0]= get_category(((uint8_t *) ptr) + avc->parent_log_context_offset);""]",T-3;,format_line,No,None,1
CVE-2013-0877,365270aec5c2b9284230abc702b11168818f14cf,CWE-119,ffmpeg,"P-3;
P-5;
P-9;",old_codec37,"[""decoded_size""]",old_codec37,436,"[""bytestream2_get_buffer(& ctx->gb, dst, width);""]",T-1;,old_codec37,No,None,1
CVE-2013-2496,e398990eb87785e20e065cd3f14d1dbb69df4392,CWE-119,ffmpeg,"P-1;
P-2;
P-10;",msrle_decode_8_16_24_32,"[""output_end""]",msrle_decode_8_16_24_32,"[141, 175]","[""output_end= pic->data[0] + avctx->height * pic->linesize[0];"", ""if ((pic->linesize[0] > 0 && output + p2 * (depth >> 3) > output_end) || (pic->linesize[0] < 0 && output + p2 * (depth >> 3) < output_end)) {;""]",T-2;,msrle_decode_8_16_24_32,No,None,1
CVE-2013-3670,c1f2c4c3b49277d65b71ccdd3b6b2878f1b593eb,CWE-119,ffmpeg,"P-1;
P-3;
P-6;
P-10;",rle_unpack,"[""i，l，j，dest_end，pd，ps""]",rle_unpack,"[182, 183]","[""* pd++ = bytestream2_get_byteu(& gb);"", ""* pd++ = bytestream2_get_byteu(& gb);""]",T-1;,rle_unpack,No,None,1
CVE-2013-4263,e43a0a232dbf6d3c161823c2e07c52e76227a1bc,CWE-119,ffmpeg,P-10;,filter_frame,"[""plane""]",filter_frame,"[317, 323]","[""hblur(out->data[plane], out->linesize[plane], in->data[plane], in->linesize[plane], w[plane], h[plane], s->radius[plane], s->power[plane], s->temp);"", ""vblur(out->data[plane], out->linesize[plane], out->data[plane], out->linesize[plane], w[plane], h[plane], s->radius[plane], s->power[plane], s->temp);""]",T-2;,filter_frame,No,None,1
CVE-2013-4264,2960576378d17d71cc8dccc926352ce568b5eec1,CWE-119,ffmpeg,"P-9;
P-10;
P-11;",kempf_decode_tile,"[""src_end"", ""src""]",jpg_decode_data,245,"[""tmp= av_realloc(c->buf, src_size + FF_INPUT_BUFFER_PADDING_SIZE);""]",T-1;,"kempf_decode_tile
jpg_decode_data",Yes,caller type,2
CVE-2013-7009,3819db745da2ac7fb3faacb116788c32f4753f34,CWE-119,ffmpeg,"P-2;
P-4;",rpza_decode_stream,"[""pixel_ptr""]",rpza_decode_stream,147,"[""pixels[block_ptr]= colorA;""]",T-2;,rpza_decode_stream,No,None,1
CVE-2013-7024,fe448cd28d674c3eff3072552eae366d0b659ce9,CWE-119,ffmpeg,P-2;,jpeg2000_decode_tile,"[""line，dst，linel，dst""]",jpeg2000_decode_tile,"[1293, ""1302\n---- \n1339"", 1349]","[""* dst= val << (8 - cbps);"", ""* dst= val << (8 - cbps);"", ""* dst= val << (16 - cbps);"", ""* dst= val << (16 - cbps);""]",T-3;,jpeg2000_decode_tile,No,None,1
CVE-2016-2180,0ed26acce328ec16a3aa635f1ca37365e8c7403a,CWE-125,openssl,"P-1;
P-4;",TS_OBJ_print_bio,"[""len""]",BIO_write,246,"[""i= b->method->bwrite(b, in, inl);""]",T-1;,"TS_OBJ_print_bio
BIO_write",Yes,caller type,2
CVE-2016-5093,97eff7eb57fc2320c267a949cffd622c38712484,CWE-125,PHP,P-1;,get_icu_value_internal,"[""tag_value""]",get_icu_value_internal,307,"[""tag_value= erealloc(tag_value, buflen);""]",T-1;,get_icu_value_internal,No,None,1
CVE-2016-5352,b6d838eebf4456192360654092e5587c5207f185,CWE-125,Wireshark,P-10;,AirPDcapDecryptWPABroadcastKey,"[""eapol_len""]",AirPDcapDecryptWPABroadcastKey,360,"[""szEncryptedKey= (guint8 *) g_memdup(key_data, key_bytes_len);""]",T-1;,AirPDcapDecryptWPABroadcastKey,No,None,1
CVE-2013-4533,caa881abe0e01f9931125a0977ec33c5343e4aa7,CWE-119,qemu,"P-2;
P-6;","pxa2xx_ssp_save
pxa2xx_ssp_load","[""s"", ""rx_level""]",pxa2xx_ssp_load,752,"[""s->rx_fifo[i]= qemu_get_byte(f);""]",T-2;,"pxa2xx_ssp_init
pxa2xx_ssp_save
pxa2xx_ssp_load",Yes,callee type,3
CVE-2014-0145,c05e4667be91b46ab42b5a11babf8e84d476cc6b,CWE-119,qemu,P-2;,qcow2_snapshot_load_tmp,"[""new_l1_bytes""]",qcow2_snapshot_load_tmp,684,"[""new_l1_table= g_malloc0(align_offset(new_l1_bytes, 512));""]",T-1;,qcow2_snapshot_load_tmp,No,None,1
CVE-2014-8106,d3532a0db02296e687711b8cdc7791924efccea0 ,CWE-119,qemu,"P-10;
P-11;","blit_region_is_unsafe
blit_is_unsafe
cirrus_bitblt_common_patterncopy
cirrus_bitblt_solidfill
cirrus_do_copy","[""s""]",cirrus_bitblt_videotovideo_copy,739,"[""qemu_console_copy(s->vga.con, sx, sy, dx, dy, s->cirrus_blt_width / depth, s->cirrus_blt_height);""]",T-1;,"cirrus_do_copy
cirrus_bitblt_start
cirrus_bitblt_solidfill
cirrus_bitblt_videotovideo_copy",Yes,callee type,4
CVE-2014-8106,bf25983345ca44aec3dd92c57142be45452bd38a,CWE-119,qemu,P-9;,blit_is_unsafe,"[""s"", ""cirrus_blt_width""]",cirrus_invalidate_region,653,"[""memory_region_set_dirty(& s->vga.vram, off_cur, off_cur_end - off_cur);""]",T-1;,"cirrus_bitblt_common_patterncopy
blit_is_unsafe
cirrus_invalidate_region",Yes,callee type,3
CVE-2016-9298,3cbfb163cff9e5b8cdeace8312e9bfee810ed02b,CWE-119,ImageMagick,P-2;,WaveletDenoiseImage,"[""kernel""]",AcquireMagickMemory,460,"[""memory= memory_methods.acquire_memory_handler(size= == 0 ? 1UL : size);""]",T-1;,"WaveletDenoiseImage
AcquireQuantumMemory
AcquireMagickMemory",Yes,caller type,3
CVE-2019-10131,cb1214c124e1bd61f7dd551b94a794864861592e,CWE-119,ImageMagick,P-2;,format8BIM,"[""str""]",format8BIM,2222,"[""str[i]= (unsigned char) c;""]",T-2;,format8BIM,No,None,1
CVE-2018-16644,16916c8979c32765c542e216b31cee2671b7afe7,CWE-119,ImageMagick,P-9;,ReadDCMImage,"[""length""]",ReadDCMImage,3944,"[""(void) memset(info.scale, 0, MagickMax(length, 256) * sizeof (* info.scale));""]",T-1;,ReadDCMImage,No,None,1
